evaluation_run,checkpoint,dataset,protocol,evaluation_unit,total_count,correct_count,harmonic_1p5x_count,harmonic_2x_count,harmonic_0p5x_count,harmonic_0p333x_count,other_large_error_count
evaluation_protocols_a4_final_multiseed,PURE_A4_L4_C100_H100_SEED103,UBFC-PHYS,PRISM,window,1020,445,145,120,14,0,296
evaluation_protocols_a4_final_multiseed,PURE_A4_L4_C100_H100_SEED103,UBFC-rPPG,Official,recording,42,40,0,0,0,0,2
evaluation_protocols_a4_final_multiseed,PURE_A4_L4_C100_H100_SEED103,UBFC-rPPG,Old,window,2280,2189,5,0,10,0,76
evaluation_protocols_a4_final_multiseed,PURE_A4_L4_C100_H100_SEED103,UBFC-rPPG,PRISM,window,239,229,1,0,0,0,9
evaluation_protocols_a4_final_multiseed,PURE_A4_L4_C100_H100_SEED104,BH-rPPG,Official,recording,105,81,14,0,0,0,10
evaluation_protocols_a4_final_multiseed,PURE_A4_L4_C100_H100_SEED104,BH-rPPG,Old,window,5323,3558,280,400,7,0,1078
evaluation_protocols_a4_final_multiseed,PURE_A4_L4_C100_H100_SEED104,BH-rPPG,PRISM,window,523,398,23,13,2,0,87
evaluation_protocols_a4_final_multiseed,PURE_A4_L4_C100_H100_SEED104,COHFACE,Official,recording,160,88,39,2,1,0,30
evaluation_protocols_a4_final_multiseed,PURE_A4_L4_C100_H100_SEED104,COHFACE,Old,window,8242,3438,860,725,174,0,3045
evaluation_protocols_a4_final_multiseed,PURE_A4_L4_C100_H100_SEED104,COHFACE,PRISM,window,810,377,91,33,27,0,282
evaluation_protocols_a4_final_multiseed,PURE_A4_L4_C100_H100_SEED104,PURE,Official,recording,12,12,0,0,0,0,0
evaluation_protocols_a4_final_multiseed,PURE_A4_L4_C100_H100_SEED104,PURE,Old,window,735,716,5,7,0,0,7
evaluation_protocols_a4_final_multiseed,PURE_A4_L4_C100_H100_SEED104,PURE,PRISM,window,77,74,1,1,0,0,1
evaluation_protocols_a4_final_multiseed,PURE_A4_L4_C100_H100_SEED104,TokyoTech,Official,recording,9,9,0,0,0,0,0
evaluation_protocols_a4_final_multiseed,PURE_A4_L4_C100_H100_SEED104,TokyoTech,Old,window,1521,1380,4,3,4,0,130
evaluation_protocols_a4_final_multiseed,PURE_A4_L4_C100_H100_SEED104,TokyoTech,PRISM,window,153,144,0,0,0,0,9
evaluation_protocols_a4_final_multiseed,PURE_A4_L4_C100_H100_SEED104,UBFC-PHYS,Official,recording,60,32,12,0,0,0,16
evaluation_protocols_a4_final_multiseed,PURE_A4_L4_C100_H100_SEED104,UBFC-PHYS,Old,window,10140,3281,1516,2087,290,21,2945
evaluation_protocols_a4_final_multiseed,PURE_A4_L4_C100_H100_SEED104,UBFC-PHYS,PRISM,window,1020,358,170,146,18,0,328
evaluation_protocols_a4_final_multiseed,PURE_A4_L4_C100_H100_SEED104,UBFC-rPPG,Official,recording,42,40,0,0,0,0,2
evaluation_protocols_a4_final_multiseed,PURE_A4_L4_C100_H100_SEED104,UBFC-rPPG,Old,window,2280,2066,18,7,33,1,155
evaluation_protocols_a4_final_multiseed,PURE_A4_L4_C100_H100_SEED104,UBFC-rPPG,PRISM,window,239,219,1,1,1,0,17
evaluation_protocols_a4_final_multiseed,UBFC_A4_L3_C050_SEED101,BH-rPPG,Official,recording,105,96,3,0,0,0,6
evaluation_protocols_a4_final_multiseed,UBFC_A4_L3_C050_SEED101,BH-rPPG,Old,window,5323,4181,100,124,15,0,903
evaluation_protocols_a4_final_multiseed,UBFC_A4_L3_C050_SEED101,BH-rPPG,PRISM,window,523,433,17,3,0,0,70
evaluation_protocols_a4_final_multiseed,UBFC_A4_L3_C050_SEED101,COHFACE,Official,recording,160,135,7,0,0,0,18
evaluation_protocols_a4_final_multiseed,UBFC_A4_L3_C050_SEED101,COHFACE,Old,window,8242,5565,333,27,131,0,2186
evaluation_protocols_a4_final_multiseed,UBFC_A4_L3_C050_SEED101,COHFACE,PRISM,window,810,569,41,0,7,0,193
evaluation_protocols_a4_final_multiseed,UBFC_A4_L3_C050_SEED101,PURE,Official,recording,59,46,1,8,1,0,3
evaluation_protocols_a4_final_multiseed,UBFC_A4_L3_C050_SEED101,PURE,Old,window,3576,2812,53,360,42,18,291
evaluation_protocols_a4_final_multiseed,UBFC_A4_L3_C050_SEED101,PURE,PRISM,window,374,293,6,45,1,0,29
evaluation_protocols_a4_final_multiseed,UBFC_A4_L3_C050_SEED101,TokyoTech,Official,recording,9,9,0,0,0,0,0
evaluation_protocols_a4_final_multiseed,UBFC_A4_L3_C050_SEED101,TokyoTech,Old,window,1521,1376,0,2,6,0,137
evaluation_protocols_a4_final_multiseed,UBFC_A4_L3_C050_SEED101,TokyoTech,PRISM,window,153,144,0,0,0,0,9
evaluation_protocols_a4_final_multiseed,UBFC_A4_L3_C050_SEED101,UBFC-PHYS,Official,recording,60,35,6,0,0,0,19
evaluation_protocols_a4_final_multiseed,UBFC_A4_L3_C050_SEED101,UBFC-PHYS,Old,window,10140,3731,1297,1472,249,4,3387
evaluation_protocols_a4_final_multiseed,UBFC_A4_L3_C050_SEED101,UBFC-PHYS,PRISM,window,1020,414,125,124,13,0,344
evaluation_protocols_a4_final_multiseed,UBFC_A4_L3_C050_SEED101,UBFC-rPPG,Official,recording,9,9,0,0,0,0,0
evaluation_protocols_a4_final_multiseed,UBFC_A4_L3_C050_SEED101,UBFC-rPPG,Old,window,497,481,0,0,0,0,16
evaluation_protocols_a4_final_multiseed,UBFC_A4_L3_C050_SEED101,UBFC-rPPG,PRISM,window,52,51,0,0,0,0,1
evaluation_protocols_a4_final_multiseed,UBFC_A4_L3_C050_SEED102,BH-rPPG,Official,recording,105,98,2,0,0,0,5
evaluation_protocols_a4_final_multiseed,UBFC_A4_L3_C050_SEED102,BH-rPPG,Old,window,5323,3963,154,69,55,0,1082
evaluation_protocols_a4_final_multiseed,UBFC_A4_L3_C050_SEED102,BH-rPPG,PRISM,window,523,416,16,2,1,0,88
evaluation_protocols_a4_final_multiseed,UBFC_A4_L3_C050_SEED102,COHFACE,Official,recording,160,118,11,0,0,0,31
evaluation_protocols_a4_final_multiseed,UBFC_A4_L3_C050_SEED102,COHFACE,Old,window,8242,4243,545,253,291,0,2910
evaluation_protocols_a4_final_multiseed,UBFC_A4_L3_C050_SEED102,COHFACE,PRISM,window,810,481,47,23,13,0,246
evaluation_protocols_a4_final_multiseed,UBFC_A4_L3_C050_SEED102,PURE,Official,recording,59,49,0,3,3,0,4
evaluation_protocols_a4_final_multiseed,UBFC_A4_L3_C050_SEED102,PURE,Old,window,3576,2722,38,17,151,90,558
evaluation_protocols_a4_final_multiseed,UBFC_A4_L3_C050_SEED102,PURE,PRISM,window,374,287,7,8,26,0,46
evaluation_protocols_a4_final_multiseed,UBFC_A4_L3_C050_SEED102,TokyoTech,Official,recording,9,9,0,0,0,0,0
evaluation_protocols_a4_final_multiseed,UBFC_A4_L3_C050_SEED102,TokyoTech,Old,window,1521,1346,2,1,19,0,153
evaluation_protocols_a4_final_multiseed,UBFC_A4_L3_C050_SEED102,TokyoTech,PRISM,window,153,137,2,0,1,0,13
evaluation_protocols_a4_final_multiseed,UBFC_A4_L3_C050_SEED102,UBFC-PHYS,Official,recording,60,34,5,0,0,0,21
evaluation_protocols_a4_final_multiseed,UBFC_A4_L3_C050_SEED102,UBFC-PHYS,Old,window,10140,3558,1014,756,786,37,3989
evaluation_protocols_a4_final_multiseed,UBFC_A4_L3_C050_SEED102,UBFC-PHYS,PRISM,window,1020,396,113,57,52,0,402
evaluation_protocols_a4_final_multiseed,UBFC_A4_L3_C050_SEED102,UBFC-rPPG,Official,recording,9,9,0,0,0,0,0
evaluation_protocols_a4_final_multiseed,UBFC_A4_L3_C050_SEED102,UBFC-rPPG,Old,window,497,454,0,0,16,0,27
evaluation_protocols_a4_final_multiseed,UBFC_A4_L3_C050_SEED102,UBFC-rPPG,PRISM,window,52,48,0,0,1,0,3
evaluation_protocols_a4_final_multiseed,UBFC_A4_L3_C050_SEED103,BH-rPPG,Official,recording,105,91,2,0,0,0,12
evaluation_protocols_a4_final_multiseed,UBFC_A4_L3_C050_SEED103,BH-rPPG,Old,window,5323,3714,179,213,52,0,1165
evaluation_protocols_a4_final_multiseed,UBFC_A4_L3_C050_SEED103,BH-rPPG,PRISM,window,523,389,26,4,5,0,99
evaluation_protocols_a4_final_multiseed,UBFC_A4_L3_C050_SEED103,COHFACE,Official,recording,160,106,15,0,1,0,38
evaluation_protocols_a4_final_multiseed,UBFC_A4_L3_C050_SEED103,COHFACE,Old,window,8242,4485,388,27,280,0,3062
evaluation_protocols_a4_final_multiseed,UBFC_A4_L3_C050_SEED103,COHFACE,PRISM,window,810,487,51,1,11,0,260
evaluation_protocols_a4_final_multiseed,UBFC_A4_L3_C050_SEED103,PURE,Official,recording,59,53,1,2,1,0,2
evaluation_protocols_a4_final_multiseed,UBFC_A4_L3_C050_SEED103,PURE,Old,window,3576,2956,110,111,52,21,326
evaluation_protocols_a4_final_multiseed,UBFC_A4_L3_C050_SEED103,PURE,PRISM,window,374,304,16,18,5,0,31
evaluation_protocols_a4_final_multiseed,UBFC_A4_L3_C050_SEED103,TokyoTech,Official,recording,9,7,0,0,0,0,2
evaluation_protocols_a4_final_multiseed,UBFC_A4_L3_C050_SEED103,TokyoTech,Old,window,1521,1371,0,1,6,0,143
evaluation_protocols_a4_final_multiseed,UBFC_A4_L3_C050_SEED103,TokyoTech,PRISM,window,153,143,0,0,0,0,10
evaluation_protocols_a4_final_multiseed,UBFC_A4_L3_C050_SEED103,UBFC-PHYS,Official,recording,60,33,5,0,0,0,22
evaluation_protocols_a4_final_multiseed,UBFC_A4_L3_C050_SEED103,UBFC-PHYS,Old,window,10140,3542,1195,1056,398,16,3933
evaluation_protocols_a4_final_multiseed,UBFC_A4_L3_C050_SEED103,UBFC-PHYS,PRISM,window,1020,380,134,74,27,1,404
evaluation_protocols_a4_final_multiseed,UBFC_A4_L3_C050_SEED103,UBFC-rPPG,Official,recording,9,9,0,0,0,0,0
evaluation_protocols_a4_final_multiseed,UBFC_A4_L3_C050_SEED103,UBFC-rPPG,Old,window,497,479,0,0,5,0,13
evaluation_protocols_a4_final_multiseed,UBFC_A4_L3_C050_SEED103,UBFC-rPPG,PRISM,window,52,51,0,0,0,0,1
evaluation_protocols_a4_final_multiseed,UBFC_A4_L3_C050_SEED104,BH-rPPG,Official,recording,105,98,3,0,0,0,4
evaluation_protocols_a4_final_multiseed,UBFC_A4_L3_C050_SEED104,BH-rPPG,Old,window,5323,4002,181,77,30,0,1033
evaluation_protocols_a4_final_multiseed,UBFC_A4_L3_C050_SEED104,BH-rPPG,PRISM,window,523,417,13,7,1,0,85
evaluation_protocols_a4_final_multiseed,UBFC_A4_L3_C050_SEED104,COHFACE,Official,recording,160,123,8,0,0,0,29
evaluation_protocols_a4_final_multiseed,UBFC_A4_L3_C050_SEED104,COHFACE,Old,window,8242,4289,245,16,432,0,3260
evaluation_protocols_a4_final_multiseed,UBFC_A4_L3_C050_SEED104,COHFACE,PRISM,window,810,484,34,2,16,0,274
evaluation_protocols_a4_final_multiseed,UBFC_A4_L3_C050_SEED104,PURE,Official,recording,59,55,0,0,0,0,4
evaluation_protocols_a4_final_multiseed,UBFC_A4_L3_C050_SEED104,PURE,Old,window,3576,3137,32,19,71,31,286
evaluation_protocols_a4_final_multiseed,UBFC_A4_L3_C050_SEED104,PURE,PRISM,window,374,333,7,4,13,1,16
evaluation_protocols_a4_final_multiseed,UBFC_A4_L3_C050_SEED104,TokyoTech,Official,recording,9,9,0,0,0,0,0
evaluation_protocols_a4_final_multiseed,UBFC_A4_L3_C050_SEED104,TokyoTech,Old,window,1521,1367,0,0,15,0,139
evaluation_protocols_a4_final_multiseed,UBFC_A4_L3_C050_SEED104,TokyoTech,PRISM,window,153,145,0,0,1,0,7
evaluation_protocols_a4_final_multiseed,UBFC_A4_L3_C050_SEED104,UBFC-PHYS,Official,recording,60,38,6,0,0,0,16
evaluation_protocols_a4_final_multiseed,UBFC_A4_L3_C050_SEED104,UBFC-PHYS,Old,window,10140,3611,1055,873,702,32,3867
evaluation_protocols_a4_final_multiseed,UBFC_A4_L3_C050_SEED104,UBFC-PHYS,PRISM,window,1020,398,115,71,47,0,389
evaluation_protocols_a4_final_multiseed,UBFC_A4_L3_C050_SEED104,UBFC-rPPG,Official,recording,9,9,0,0,0,0,0
evaluation_protocols_a4_final_multiseed,UBFC_A4_L3_C050_SEED104,UBFC-rPPG,Old,window,497,483,0,0,4,0,10
evaluation_protocols_a4_final_multiseed,UBFC_A4_L3_C050_SEED104,UBFC-rPPG,PRISM,window,52,52,0,0,0,0,0
