evaluation_run,checkpoint,dataset,protocol,evaluation_unit,total_count,correct_count,harmonic_1p5x_count,harmonic_2x_count,harmonic_0p5x_count,harmonic_0p333x_count,other_large_error_count
evaluation_protocols_a4_loss_suite,PURE_A4_L2_HARMONIC_REPLACE,COHFACE,Old,window,8242,2407,388,71,1108,0,4268
evaluation_protocols_a4_loss_suite,PURE_A4_L2_HARMONIC_REPLACE,COHFACE,PRISM,window,810,350,63,14,18,0,365
evaluation_protocols_a4_loss_suite,PURE_A4_L2_HARMONIC_REPLACE,PURE,Official,recording,12,12,0,0,0,0,0
evaluation_protocols_a4_loss_suite,PURE_A4_L2_HARMONIC_REPLACE,PURE,Old,window,735,679,10,4,0,0,42
evaluation_protocols_a4_loss_suite,PURE_A4_L2_HARMONIC_REPLACE,PURE,PRISM,window,77,71,0,1,0,0,5
evaluation_protocols_a4_loss_suite,PURE_A4_L2_HARMONIC_REPLACE,TokyoTech,Official,recording,9,9,0,0,0,0,0
evaluation_protocols_a4_loss_suite,PURE_A4_L2_HARMONIC_REPLACE,TokyoTech,Old,window,1521,1304,0,0,28,0,189
evaluation_protocols_a4_loss_suite,PURE_A4_L2_HARMONIC_REPLACE,TokyoTech,PRISM,window,153,137,0,0,1,0,15
evaluation_protocols_a4_loss_suite,PURE_A4_L2_HARMONIC_REPLACE,UBFC-PHYS,Official,recording,60,33,4,0,0,0,23
evaluation_protocols_a4_loss_suite,PURE_A4_L2_HARMONIC_REPLACE,UBFC-PHYS,Old,window,10140,3208,991,695,1059,65,4122
evaluation_protocols_a4_loss_suite,PURE_A4_L2_HARMONIC_REPLACE,UBFC-PHYS,PRISM,window,1020,355,120,47,78,0,420
evaluation_protocols_a4_loss_suite,PURE_A4_L2_HARMONIC_REPLACE,UBFC-rPPG,Official,recording,42,28,0,0,2,0,12
evaluation_protocols_a4_loss_suite,PURE_A4_L2_HARMONIC_REPLACE,UBFC-rPPG,Old,window,2280,1398,0,0,381,76,425
evaluation_protocols_a4_loss_suite,PURE_A4_L2_HARMONIC_REPLACE,UBFC-rPPG,PRISM,window,239,152,1,0,32,3,51
evaluation_protocols_a4_loss_suite,PURE_A4_L3_CONCENTRATION,BH-rPPG,Official,recording,105,94,6,0,0,0,5
evaluation_protocols_a4_loss_suite,PURE_A4_L3_CONCENTRATION,BH-rPPG,Old,window,5323,4035,330,269,4,0,685
evaluation_protocols_a4_loss_suite,PURE_A4_L3_CONCENTRATION,BH-rPPG,PRISM,window,523,428,29,17,0,0,49
evaluation_protocols_a4_loss_suite,PURE_A4_L3_CONCENTRATION,COHFACE,Official,recording,160,103,24,2,0,0,31
evaluation_protocols_a4_loss_suite,PURE_A4_L3_CONCENTRATION,COHFACE,Old,window,8242,4001,888,247,105,0,3001
evaluation_protocols_a4_loss_suite,PURE_A4_L3_CONCENTRATION,COHFACE,PRISM,window,810,432,77,24,9,0,268
evaluation_protocols_a4_loss_suite,PURE_A4_L3_CONCENTRATION,PURE,Official,recording,12,12,0,0,0,0,0
evaluation_protocols_a4_loss_suite,PURE_A4_L3_CONCENTRATION,PURE,Old,window,735,729,1,0,0,0,5
evaluation_protocols_a4_loss_suite,PURE_A4_L3_CONCENTRATION,PURE,PRISM,window,77,75,0,0,0,0,2
evaluation_protocols_a4_loss_suite,PURE_A4_L3_CONCENTRATION,TokyoTech,Official,recording,9,9,0,0,0,0,0
evaluation_protocols_a4_loss_suite,PURE_A4_L3_CONCENTRATION,TokyoTech,Old,window,1521,1335,1,3,2,0,180
evaluation_protocols_a4_loss_suite,PURE_A4_L3_CONCENTRATION,TokyoTech,PRISM,window,153,138,0,0,0,0,15
evaluation_protocols_a4_loss_suite,PURE_A4_L3_CONCENTRATION,UBFC-PHYS,Official,recording,60,38,8,1,0,0,13
evaluation_protocols_a4_loss_suite,PURE_A4_L3_CONCENTRATION,UBFC-PHYS,Old,window,10140,4022,1213,1516,232,7,3150
evaluation_protocols_a4_loss_suite,PURE_A4_L3_CONCENTRATION,UBFC-PHYS,PRISM,window,1020,455,142,117,12,0,294
evaluation_protocols_a4_loss_suite,PURE_A4_L3_CONCENTRATION,UBFC-rPPG,Official,recording,42,40,0,0,0,0,2
evaluation_protocols_a4_loss_suite,PURE_A4_L3_CONCENTRATION,UBFC-rPPG,Old,window,2280,2192,5,0,7,3,73
evaluation_protocols_a4_loss_suite,PURE_A4_L3_CONCENTRATION,UBFC-rPPG,PRISM,window,239,229,0,0,0,0,10
evaluation_protocols_a4_loss_suite,PURE_A4_L4_CONCENTRATION_HARMONIC,BH-rPPG,Official,recording,105,100,1,0,0,0,4
evaluation_protocols_a4_loss_suite,PURE_A4_L4_CONCENTRATION_HARMONIC,BH-rPPG,Old,window,5323,4281,155,29,17,0,841
evaluation_protocols_a4_loss_suite,PURE_A4_L4_CONCENTRATION_HARMONIC,BH-rPPG,PRISM,window,523,452,10,1,0,0,60
evaluation_protocols_a4_loss_suite,PURE_A4_L4_CONCENTRATION_HARMONIC,COHFACE,Official,recording,160,116,11,0,0,0,33
evaluation_protocols_a4_loss_suite,PURE_A4_L4_CONCENTRATION_HARMONIC,COHFACE,Old,window,8242,4083,551,87,389,0,3132
evaluation_protocols_a4_loss_suite,PURE_A4_L4_CONCENTRATION_HARMONIC,COHFACE,PRISM,window,810,453,52,12,10,0,283
evaluation_protocols_a4_loss_suite,PURE_A4_L4_CONCENTRATION_HARMONIC,PURE,Official,recording,12,12,0,0,0,0,0
evaluation_protocols_a4_loss_suite,PURE_A4_L4_CONCENTRATION_HARMONIC,PURE,Old,window,735,728,1,0,0,0,6
evaluation_protocols_a4_loss_suite,PURE_A4_L4_CONCENTRATION_HARMONIC,PURE,PRISM,window,77,76,1,0,0,0,0
evaluation_protocols_a4_loss_suite,PURE_A4_L4_CONCENTRATION_HARMONIC,TokyoTech,Official,recording,9,9,0,0,0,0,0
evaluation_protocols_a4_loss_suite,PURE_A4_L4_CONCENTRATION_HARMONIC,TokyoTech,Old,window,1521,1373,1,0,11,0,136
evaluation_protocols_a4_loss_suite,PURE_A4_L4_CONCENTRATION_HARMONIC,TokyoTech,PRISM,window,153,139,0,0,1,0,13
evaluation_protocols_a4_loss_suite,PURE_A4_L4_CONCENTRATION_HARMONIC,UBFC-PHYS,Official,recording,60,37,7,1,0,0,15
evaluation_protocols_a4_loss_suite,PURE_A4_L4_CONCENTRATION_HARMONIC,UBFC-PHYS,Old,window,10140,3743,1333,1461,308,23,3272
evaluation_protocols_a4_loss_suite,PURE_A4_L4_CONCENTRATION_HARMONIC,UBFC-PHYS,PRISM,window,1020,420,129,114,25,0,332
evaluation_protocols_a4_loss_suite,PURE_A4_L4_CONCENTRATION_HARMONIC,UBFC-rPPG,Official,recording,42,39,0,0,0,0,3
evaluation_protocols_a4_loss_suite,PURE_A4_L4_CONCENTRATION_HARMONIC,UBFC-rPPG,Old,window,2280,2063,13,0,32,6,166
evaluation_protocols_a4_loss_suite,PURE_A4_L4_CONCENTRATION_HARMONIC,UBFC-rPPG,PRISM,window,239,218,1,0,3,0,17
evaluation_protocols_a4_loss_suite,UBFC_A4_L1_OFFICIAL_HARMONIC,BH-rPPG,Official,recording,105,100,0,0,0,0,5
evaluation_protocols_a4_loss_suite,UBFC_A4_L1_OFFICIAL_HARMONIC,BH-rPPG,Old,window,5323,3873,81,30,71,0,1268
evaluation_protocols_a4_loss_suite,UBFC_A4_L1_OFFICIAL_HARMONIC,BH-rPPG,PRISM,window,523,416,15,0,1,0,91
evaluation_protocols_a4_loss_suite,UBFC_A4_L1_OFFICIAL_HARMONIC,COHFACE,Official,recording,160,137,2,0,0,0,21
evaluation_protocols_a4_loss_suite,UBFC_A4_L1_OFFICIAL_HARMONIC,COHFACE,Old,window,8242,4945,101,22,414,0,2760
evaluation_protocols_a4_loss_suite,UBFC_A4_L1_OFFICIAL_HARMONIC,COHFACE,PRISM,window,810,530,12,1,18,0,249
evaluation_protocols_a4_loss_suite,UBFC_A4_L1_OFFICIAL_HARMONIC,PURE,Official,recording,59,53,2,0,2,0,2
evaluation_protocols_a4_loss_suite,UBFC_A4_L1_OFFICIAL_HARMONIC,PURE,Old,window,3576,2620,74,10,102,73,697
evaluation_protocols_a4_loss_suite,UBFC_A4_L1_OFFICIAL_HARMONIC,PURE,PRISM,window,374,279,13,4,17,3,58
evaluation_protocols_a4_loss_suite,UBFC_A4_L1_OFFICIAL_HARMONIC,TokyoTech,Official,recording,9,8,0,0,0,0,1
evaluation_protocols_a4_loss_suite,UBFC_A4_L1_OFFICIAL_HARMONIC,TokyoTech,Old,window,1521,1176,4,0,85,0,256
evaluation_protocols_a4_loss_suite,UBFC_A4_L1_OFFICIAL_HARMONIC,TokyoTech,PRISM,window,153,127,0,0,3,0,23
evaluation_protocols_a4_loss_suite,UBFC_A4_L1_OFFICIAL_HARMONIC,UBFC-PHYS,Official,recording,60,38,4,0,0,0,18
evaluation_protocols_a4_loss_suite,UBFC_A4_L1_OFFICIAL_HARMONIC,UBFC-PHYS,Old,window,10140,3385,982,681,933,58,4101
evaluation_protocols_a4_loss_suite,UBFC_A4_L1_OFFICIAL_HARMONIC,UBFC-PHYS,PRISM,window,1020,367,116,51,58,0,428
evaluation_protocols_a4_loss_suite,UBFC_A4_L1_OFFICIAL_HARMONIC,UBFC-rPPG,Official,recording,9,9,0,0,0,0,0
evaluation_protocols_a4_loss_suite,UBFC_A4_L1_OFFICIAL_HARMONIC,UBFC-rPPG,Old,window,497,440,0,0,19,0,38
evaluation_protocols_a4_loss_suite,UBFC_A4_L1_OFFICIAL_HARMONIC,UBFC-rPPG,PRISM,window,52,48,0,0,1,0,3
evaluation_protocols_a4_loss_suite,UBFC_A4_L2_HARMONIC_REPLACE,BH-rPPG,Official,recording,105,79,8,0,0,0,18
evaluation_protocols_a4_loss_suite,UBFC_A4_L2_HARMONIC_REPLACE,BH-rPPG,Old,window,5323,3531,112,13,118,0,1549
evaluation_protocols_a4_loss_suite,UBFC_A4_L2_HARMONIC_REPLACE,BH-rPPG,PRISM,window,523,378,14,1,11,0,119
evaluation_protocols_a4_loss_suite,UBFC_A4_L2_HARMONIC_REPLACE,COHFACE,Official,recording,160,103,6,0,3,0,48
evaluation_protocols_a4_loss_suite,UBFC_A4_L2_HARMONIC_REPLACE,COHFACE,Old,window,8242,3545,174,14,606,0,3903
evaluation_protocols_a4_loss_suite,UBFC_A4_L2_HARMONIC_REPLACE,COHFACE,PRISM,window,810,405,29,1,31,0,344
evaluation_protocols_a4_loss_suite,UBFC_A4_L2_HARMONIC_REPLACE,PURE,Official,recording,59,55,0,0,0,0,4
evaluation_protocols_a4_loss_suite,UBFC_A4_L2_HARMONIC_REPLACE,PURE,Old,window,3576,2979,31,2,100,78,386
evaluation_protocols_a4_loss_suite,UBFC_A4_L2_HARMONIC_REPLACE,PURE,PRISM,window,374,321,6,0,14,2,31
evaluation_protocols_a4_loss_suite,UBFC_A4_L2_HARMONIC_REPLACE,TokyoTech,Official,recording,9,9,0,0,0,0,0
evaluation_protocols_a4_loss_suite,UBFC_A4_L2_HARMONIC_REPLACE,TokyoTech,Old,window,1521,1284,2,0,52,0,183
evaluation_protocols_a4_loss_suite,UBFC_A4_L2_HARMONIC_REPLACE,TokyoTech,PRISM,window,153,132,0,0,0,0,21
evaluation_protocols_a4_loss_suite,UBFC_A4_L2_HARMONIC_REPLACE,UBFC-PHYS,Official,recording,60,32,5,0,1,0,22
evaluation_protocols_a4_loss_suite,UBFC_A4_L2_HARMONIC_REPLACE,UBFC-PHYS,Old,window,10140,2602,890,498,1279,51,4820
evaluation_protocols_a4_loss_suite,UBFC_A4_L2_HARMONIC_REPLACE,UBFC-PHYS,PRISM,window,1020,304,94,37,73,1,511
evaluation_protocols_a4_loss_suite,UBFC_A4_L2_HARMONIC_REPLACE,UBFC-rPPG,Official,recording,9,9,0,0,0,0,0
evaluation_protocols_a4_loss_suite,UBFC_A4_L2_HARMONIC_REPLACE,UBFC-rPPG,Old,window,497,476,0,0,8,0,13
evaluation_protocols_a4_loss_suite,UBFC_A4_L2_HARMONIC_REPLACE,UBFC-rPPG,PRISM,window,52,49,0,0,0,0,3
evaluation_protocols_a4_loss_suite,UBFC_A4_L3_CONCENTRATION,BH-rPPG,Official,recording,105,97,3,0,0,0,5
evaluation_protocols_a4_loss_suite,UBFC_A4_L3_CONCENTRATION,BH-rPPG,Old,window,5323,3815,94,29,110,0,1275
evaluation_protocols_a4_loss_suite,UBFC_A4_L3_CONCENTRATION,BH-rPPG,PRISM,window,523,416,8,1,3,0,95
evaluation_protocols_a4_loss_suite,UBFC_A4_L3_CONCENTRATION,COHFACE,Official,recording,160,119,17,0,0,0,24
evaluation_protocols_a4_loss_suite,UBFC_A4_L3_CONCENTRATION,COHFACE,Old,window,8242,4432,471,78,283,0,2978
evaluation_protocols_a4_loss_suite,UBFC_A4_L3_CONCENTRATION,COHFACE,PRISM,window,810,478,61,3,5,0,263
evaluation_protocols_a4_loss_suite,UBFC_A4_L3_CONCENTRATION,PURE,Official,recording,59,51,3,1,1,0,3
evaluation_protocols_a4_loss_suite,UBFC_A4_L3_CONCENTRATION,PURE,Old,window,3576,2599,19,8,94,117,739
evaluation_protocols_a4_loss_suite,UBFC_A4_L3_CONCENTRATION,PURE,PRISM,window,374,297,6,5,7,7,52
evaluation_protocols_a4_loss_suite,UBFC_A4_L3_CONCENTRATION,TokyoTech,Official,recording,9,8,0,0,0,0,1
evaluation_protocols_a4_loss_suite,UBFC_A4_L3_CONCENTRATION,TokyoTech,Old,window,1521,1363,3,0,7,0,148
evaluation_protocols_a4_loss_suite,UBFC_A4_L3_CONCENTRATION,TokyoTech,PRISM,window,153,142,0,0,0,0,11
evaluation_protocols_a4_loss_suite,UBFC_A4_L3_CONCENTRATION,UBFC-PHYS,Official,recording,60,33,6,0,0,0,21
evaluation_protocols_a4_loss_suite,UBFC_A4_L3_CONCENTRATION,UBFC-PHYS,Old,window,10140,3478,921,687,977,55,4022
evaluation_protocols_a4_loss_suite,UBFC_A4_L3_CONCENTRATION,UBFC-PHYS,PRISM,window,1020,375,112,63,56,0,414
evaluation_protocols_a4_loss_suite,UBFC_A4_L3_CONCENTRATION,UBFC-rPPG,Official,recording,9,8,0,0,0,0,1
evaluation_protocols_a4_loss_suite,UBFC_A4_L3_CONCENTRATION,UBFC-rPPG,Old,window,497,422,0,0,27,11,37
evaluation_protocols_a4_loss_suite,UBFC_A4_L3_CONCENTRATION,UBFC-rPPG,PRISM,window,52,51,0,0,0,0,1
evaluation_protocols_a4_loss_suite,UBFC_A4_L4_CONCENTRATION_HARMONIC,BH-rPPG,Official,recording,105,97,3,0,0,0,5
evaluation_protocols_a4_loss_suite,UBFC_A4_L4_CONCENTRATION_HARMONIC,BH-rPPG,Old,window,5323,3791,147,17,55,0,1313
evaluation_protocols_a4_loss_suite,UBFC_A4_L4_CONCENTRATION_HARMONIC,BH-rPPG,PRISM,window,523,401,16,1,1,0,104
evaluation_protocols_a4_loss_suite,UBFC_A4_L4_CONCENTRATION_HARMONIC,COHFACE,Official,recording,160,135,3,0,0,0,22
evaluation_protocols_a4_loss_suite,UBFC_A4_L4_CONCENTRATION_HARMONIC,COHFACE,Old,window,8242,4684,206,38,327,0,2987
evaluation_protocols_a4_loss_suite,UBFC_A4_L4_CONCENTRATION_HARMONIC,COHFACE,PRISM,window,810,512,28,1,9,0,260
evaluation_protocols_a4_loss_suite,UBFC_A4_L4_CONCENTRATION_HARMONIC,PURE,Official,recording,59,53,0,2,2,0,2
evaluation_protocols_a4_loss_suite,UBFC_A4_L4_CONCENTRATION_HARMONIC,PURE,Old,window,3576,2987,59,28,82,41,379
evaluation_protocols_a4_loss_suite,UBFC_A4_L4_CONCENTRATION_HARMONIC,PURE,PRISM,window,374,316,9,7,11,0,31
evaluation_protocols_a4_loss_suite,UBFC_A4_L4_CONCENTRATION_HARMONIC,TokyoTech,Official,recording,9,8,0,0,0,0,1
evaluation_protocols_a4_loss_suite,UBFC_A4_L4_CONCENTRATION_HARMONIC,TokyoTech,Old,window,1521,1105,10,0,75,0,331
evaluation_protocols_a4_loss_suite,UBFC_A4_L4_CONCENTRATION_HARMONIC,TokyoTech,PRISM,window,153,119,1,0,7,0,26
evaluation_protocols_a4_loss_suite,UBFC_A4_L4_CONCENTRATION_HARMONIC,UBFC-PHYS,Official,recording,60,36,5,0,0,0,19
evaluation_protocols_a4_loss_suite,UBFC_A4_L4_CONCENTRATION_HARMONIC,UBFC-PHYS,Old,window,10140,3603,991,760,759,37,3990
evaluation_protocols_a4_loss_suite,UBFC_A4_L4_CONCENTRATION_HARMONIC,UBFC-PHYS,PRISM,window,1020,382,112,59,51,0,416
evaluation_protocols_a4_loss_suite,UBFC_A4_L4_CONCENTRATION_HARMONIC,UBFC-rPPG,Official,recording,9,9,0,0,0,0,0
evaluation_protocols_a4_loss_suite,UBFC_A4_L4_CONCENTRATION_HARMONIC,UBFC-rPPG,Old,window,497,469,0,0,8,0,20
evaluation_protocols_a4_loss_suite,UBFC_A4_L4_CONCENTRATION_HARMONIC,UBFC-rPPG,PRISM,window,52,50,0,0,1,0,1
