evaluation_run,checkpoint,dataset,protocol,evaluation_unit,total_count,correct_count,harmonic_1p5x_count,harmonic_2x_count,harmonic_0p5x_count,other_large_error_count
evaluation_protocols_loss_suite_stage2,UBFC_A0_L3_CONCENTRATION,UBFC-PHYS,Official,recording,60,32,7,0,0,21
evaluation_protocols_loss_suite_stage2,UBFC_A0_L3_CONCENTRATION,UBFC-PHYS,Old,window,9999,2420,610,357,2029,4583
evaluation_protocols_loss_suite_stage2,UBFC_A0_L3_CONCENTRATION,UBFC-PHYS,PRISM,window,1018,300,79,35,106,498
evaluation_protocols_loss_suite_stage2,UBFC_A0_L3_CONCENTRATION,UBFC-rPPG,Official,recording,9,8,0,0,0,1
evaluation_protocols_loss_suite_stage2,UBFC_A0_L3_CONCENTRATION,UBFC-rPPG,Old,window,475,365,0,0,49,61
evaluation_protocols_loss_suite_stage2,UBFC_A0_L3_CONCENTRATION,UBFC-rPPG,PRISM,window,52,41,0,0,6,5
evaluation_protocols_loss_suite_stage2,UBFC_A0_L4_CONCENTRATION_HARMONIC,BH-rPPG,Official,recording,105,66,16,3,0,20
evaluation_protocols_loss_suite_stage2,UBFC_A0_L4_CONCENTRATION_HARMONIC,BH-rPPG,Old,window,5307,880,7,0,1645,2775
evaluation_protocols_loss_suite_stage2,UBFC_A0_L4_CONCENTRATION_HARMONIC,BH-rPPG,PRISM,window,523,215,2,0,46,260
evaluation_protocols_loss_suite_stage2,UBFC_A0_L4_CONCENTRATION_HARMONIC,COHFACE,Official,recording,160,29,55,9,0,67
evaluation_protocols_loss_suite_stage2,UBFC_A0_L4_CONCENTRATION_HARMONIC,COHFACE,Old,window,8242,76,1,3,2956,5206
evaluation_protocols_loss_suite_stage2,UBFC_A0_L4_CONCENTRATION_HARMONIC,COHFACE,PRISM,window,810,147,0,1,125,537
evaluation_protocols_loss_suite_stage2,UBFC_A0_L4_CONCENTRATION_HARMONIC,PURE,Official,recording,59,34,7,10,1,7
evaluation_protocols_loss_suite_stage2,UBFC_A0_L4_CONCENTRATION_HARMONIC,PURE,Old,window,3270,1587,39,28,157,1459
evaluation_protocols_loss_suite_stage2,UBFC_A0_L4_CONCENTRATION_HARMONIC,PURE,PRISM,window,358,213,18,11,15,101
evaluation_protocols_loss_suite_stage2,UBFC_A0_L4_CONCENTRATION_HARMONIC,TokyoTech,Official,recording,9,6,0,0,0,3
evaluation_protocols_loss_suite_stage2,UBFC_A0_L4_CONCENTRATION_HARMONIC,TokyoTech,Old,window,1515,585,0,0,337,593
evaluation_protocols_loss_suite_stage2,UBFC_A0_L4_CONCENTRATION_HARMONIC,TokyoTech,PRISM,window,153,93,0,0,13,47
evaluation_protocols_loss_suite_stage2,UBFC_A0_L4_CONCENTRATION_HARMONIC,UBFC-PHYS,Official,recording,60,23,6,0,0,31
evaluation_protocols_loss_suite_stage2,UBFC_A0_L4_CONCENTRATION_HARMONIC,UBFC-PHYS,Old,window,9881,988,293,90,4444,4066
evaluation_protocols_loss_suite_stage2,UBFC_A0_L4_CONCENTRATION_HARMONIC,UBFC-PHYS,PRISM,window,1019,181,53,24,249,512
evaluation_protocols_loss_suite_stage2,UBFC_A0_L4_CONCENTRATION_HARMONIC,UBFC-rPPG,Official,recording,9,8,0,0,0,1
evaluation_protocols_loss_suite_stage2,UBFC_A0_L4_CONCENTRATION_HARMONIC,UBFC-rPPG,Old,window,424,273,0,0,72,79
evaluation_protocols_loss_suite_stage2,UBFC_A0_L4_CONCENTRATION_HARMONIC,UBFC-rPPG,PRISM,window,52,46,0,0,1,5
evaluation_protocols_loss_suite_stage2,UBFC_A0_L5_CE_CONCENTRATION,BH-rPPG,Official,recording,105,93,0,0,0,12
evaluation_protocols_loss_suite_stage2,UBFC_A0_L5_CE_CONCENTRATION,BH-rPPG,Old,window,5323,4197,99,7,43,977
evaluation_protocols_loss_suite_stage2,UBFC_A0_L5_CE_CONCENTRATION,BH-rPPG,PRISM,window,523,435,7,1,4,76
evaluation_protocols_loss_suite_stage2,UBFC_A0_L5_CE_CONCENTRATION,COHFACE,Official,recording,160,84,26,0,0,50
evaluation_protocols_loss_suite_stage2,UBFC_A0_L5_CE_CONCENTRATION,COHFACE,Old,window,8242,4021,672,127,149,3273
evaluation_protocols_loss_suite_stage2,UBFC_A0_L5_CE_CONCENTRATION,COHFACE,PRISM,window,810,452,89,2,4,263
evaluation_protocols_loss_suite_stage2,UBFC_A0_L5_CE_CONCENTRATION,PURE,Official,recording,59,50,3,1,4,1
evaluation_protocols_loss_suite_stage2,UBFC_A0_L5_CE_CONCENTRATION,PURE,Old,window,3532,3013,84,48,81,306
evaluation_protocols_loss_suite_stage2,UBFC_A0_L5_CE_CONCENTRATION,PURE,PRISM,window,373,319,11,10,11,22
evaluation_protocols_loss_suite_stage2,UBFC_A0_L5_CE_CONCENTRATION,TokyoTech,Official,recording,9,7,0,0,0,2
evaluation_protocols_loss_suite_stage2,UBFC_A0_L5_CE_CONCENTRATION,TokyoTech,Old,window,1521,1317,0,1,23,180
evaluation_protocols_loss_suite_stage2,UBFC_A0_L5_CE_CONCENTRATION,TokyoTech,PRISM,window,153,141,0,0,1,11
evaluation_protocols_loss_suite_stage2,UBFC_A0_L5_CE_CONCENTRATION,UBFC-PHYS,Official,recording,60,35,4,0,0,21
evaluation_protocols_loss_suite_stage2,UBFC_A0_L5_CE_CONCENTRATION,UBFC-PHYS,Old,window,10126,3491,1123,982,526,4004
evaluation_protocols_loss_suite_stage2,UBFC_A0_L5_CE_CONCENTRATION,UBFC-PHYS,PRISM,window,1020,383,122,66,37,412
evaluation_protocols_loss_suite_stage2,UBFC_A0_L5_CE_CONCENTRATION,UBFC-rPPG,Official,recording,9,9,0,0,0,0
evaluation_protocols_loss_suite_stage2,UBFC_A0_L5_CE_CONCENTRATION,UBFC-rPPG,Old,window,497,481,0,0,6,10
evaluation_protocols_loss_suite_stage2,UBFC_A0_L5_CE_CONCENTRATION,UBFC-rPPG,PRISM,window,52,51,0,0,0,1
evaluation_protocols_loss_suite_stage2,UBFC_A2_L2_HARMONIC_REPLACE,BH-rPPG,Official,recording,105,92,3,1,0,9
evaluation_protocols_loss_suite_stage2,UBFC_A2_L2_HARMONIC_REPLACE,BH-rPPG,Old,window,5323,3894,230,463,18,718
evaluation_protocols_loss_suite_stage2,UBFC_A2_L2_HARMONIC_REPLACE,BH-rPPG,PRISM,window,523,408,27,29,0,59
evaluation_protocols_loss_suite_stage2,UBFC_A2_L2_HARMONIC_REPLACE,COHFACE,Official,recording,160,133,7,0,1,19
evaluation_protocols_loss_suite_stage2,UBFC_A2_L2_HARMONIC_REPLACE,COHFACE,Old,window,8242,5290,258,104,287,2303
evaluation_protocols_loss_suite_stage2,UBFC_A2_L2_HARMONIC_REPLACE,COHFACE,PRISM,window,810,546,39,7,14,204
evaluation_protocols_loss_suite_stage2,UBFC_A2_L2_HARMONIC_REPLACE,PURE,Official,recording,59,48,2,7,0,2
evaluation_protocols_loss_suite_stage2,UBFC_A2_L2_HARMONIC_REPLACE,PURE,Old,window,3534,2858,63,240,31,342
evaluation_protocols_loss_suite_stage2,UBFC_A2_L2_HARMONIC_REPLACE,PURE,PRISM,window,371,292,11,37,4,27
evaluation_protocols_loss_suite_stage2,UBFC_A2_L2_HARMONIC_REPLACE,TokyoTech,Official,recording,9,9,0,0,0,0
evaluation_protocols_loss_suite_stage2,UBFC_A2_L2_HARMONIC_REPLACE,TokyoTech,Old,window,1521,1278,3,19,38,183
evaluation_protocols_loss_suite_stage2,UBFC_A2_L2_HARMONIC_REPLACE,TokyoTech,PRISM,window,153,135,0,1,2,15
evaluation_protocols_loss_suite_stage2,UBFC_A2_L2_HARMONIC_REPLACE,UBFC-PHYS,Official,recording,60,37,6,0,0,17
evaluation_protocols_loss_suite_stage2,UBFC_A2_L2_HARMONIC_REPLACE,UBFC-PHYS,Old,window,10102,3803,1133,1153,435,3578
evaluation_protocols_loss_suite_stage2,UBFC_A2_L2_HARMONIC_REPLACE,UBFC-PHYS,PRISM,window,1019,402,136,86,27,368
evaluation_protocols_loss_suite_stage2,UBFC_A2_L2_HARMONIC_REPLACE,UBFC-rPPG,Official,recording,9,9,0,0,0,0
evaluation_protocols_loss_suite_stage2,UBFC_A2_L2_HARMONIC_REPLACE,UBFC-rPPG,Old,window,497,485,0,0,2,10
evaluation_protocols_loss_suite_stage2,UBFC_A2_L2_HARMONIC_REPLACE,UBFC-rPPG,PRISM,window,52,52,0,0,0,0
evaluation_protocols_loss_suite_stage2,UBFC_A2_L3_CONCENTRATION,BH-rPPG,Official,recording,105,102,0,0,0,3
evaluation_protocols_loss_suite_stage2,UBFC_A2_L3_CONCENTRATION,BH-rPPG,Old,window,5323,3591,94,21,79,1538
evaluation_protocols_loss_suite_stage2,UBFC_A2_L3_CONCENTRATION,BH-rPPG,PRISM,window,523,394,13,1,1,114
evaluation_protocols_loss_suite_stage2,UBFC_A2_L3_CONCENTRATION,COHFACE,Official,recording,160,110,19,0,0,31
evaluation_protocols_loss_suite_stage2,UBFC_A2_L3_CONCENTRATION,COHFACE,Old,window,8242,4365,356,46,560,2915
evaluation_protocols_loss_suite_stage2,UBFC_A2_L3_CONCENTRATION,COHFACE,PRISM,window,810,472,68,3,10,257
evaluation_protocols_loss_suite_stage2,UBFC_A2_L3_CONCENTRATION,PURE,Official,recording,59,51,0,0,6,2
evaluation_protocols_loss_suite_stage2,UBFC_A2_L3_CONCENTRATION,PURE,Old,window,3473,2677,58,13,168,557
evaluation_protocols_loss_suite_stage2,UBFC_A2_L3_CONCENTRATION,PURE,PRISM,window,370,298,7,4,24,37
evaluation_protocols_loss_suite_stage2,UBFC_A2_L3_CONCENTRATION,TokyoTech,Official,recording,9,9,0,0,0,0
evaluation_protocols_loss_suite_stage2,UBFC_A2_L3_CONCENTRATION,TokyoTech,Old,window,1521,1267,0,0,51,203
evaluation_protocols_loss_suite_stage2,UBFC_A2_L3_CONCENTRATION,TokyoTech,PRISM,window,153,134,0,0,3,16
evaluation_protocols_loss_suite_stage2,UBFC_A2_L3_CONCENTRATION,UBFC-PHYS,Official,recording,60,36,6,0,0,18
evaluation_protocols_loss_suite_stage2,UBFC_A2_L3_CONCENTRATION,UBFC-PHYS,Old,window,10095,3609,1000,713,756,4017
evaluation_protocols_loss_suite_stage2,UBFC_A2_L3_CONCENTRATION,UBFC-PHYS,PRISM,window,1020,389,106,57,43,425
evaluation_protocols_loss_suite_stage2,UBFC_A2_L3_CONCENTRATION,UBFC-rPPG,Official,recording,9,9,0,0,0,0
evaluation_protocols_loss_suite_stage2,UBFC_A2_L3_CONCENTRATION,UBFC-rPPG,Old,window,497,467,0,0,6,24
evaluation_protocols_loss_suite_stage2,UBFC_A2_L3_CONCENTRATION,UBFC-rPPG,PRISM,window,52,49,0,0,0,3
evaluation_protocols_loss_suite_stage2,UBFC_A2_L4_CONCENTRATION_HARMONIC,BH-rPPG,Official,recording,105,97,4,0,0,4
evaluation_protocols_loss_suite_stage2,UBFC_A2_L4_CONCENTRATION_HARMONIC,BH-rPPG,Old,window,5323,3896,242,102,31,1052
evaluation_protocols_loss_suite_stage2,UBFC_A2_L4_CONCENTRATION_HARMONIC,BH-rPPG,PRISM,window,523,416,28,1,0,78
evaluation_protocols_loss_suite_stage2,UBFC_A2_L4_CONCENTRATION_HARMONIC,COHFACE,Official,recording,160,124,3,0,0,33
evaluation_protocols_loss_suite_stage2,UBFC_A2_L4_CONCENTRATION_HARMONIC,COHFACE,Old,window,8242,4682,137,10,508,2905
evaluation_protocols_loss_suite_stage2,UBFC_A2_L4_CONCENTRATION_HARMONIC,COHFACE,PRISM,window,810,516,12,1,16,265
evaluation_protocols_loss_suite_stage2,UBFC_A2_L4_CONCENTRATION_HARMONIC,PURE,Official,recording,59,50,2,0,3,4
evaluation_protocols_loss_suite_stage2,UBFC_A2_L4_CONCENTRATION_HARMONIC,PURE,Old,window,3490,2584,95,54,105,652
evaluation_protocols_loss_suite_stage2,UBFC_A2_L4_CONCENTRATION_HARMONIC,PURE,PRISM,window,372,281,10,18,15,48
evaluation_protocols_loss_suite_stage2,UBFC_A2_L4_CONCENTRATION_HARMONIC,TokyoTech,Official,recording,9,9,0,0,0,0
evaluation_protocols_loss_suite_stage2,UBFC_A2_L4_CONCENTRATION_HARMONIC,TokyoTech,Old,window,1521,1335,0,0,11,175
evaluation_protocols_loss_suite_stage2,UBFC_A2_L4_CONCENTRATION_HARMONIC,TokyoTech,PRISM,window,153,142,0,0,0,11
evaluation_protocols_loss_suite_stage2,UBFC_A2_L4_CONCENTRATION_HARMONIC,UBFC-PHYS,Official,recording,60,32,6,0,0,22
evaluation_protocols_loss_suite_stage2,UBFC_A2_L4_CONCENTRATION_HARMONIC,UBFC-PHYS,Old,window,10099,3622,1088,894,618,3877
evaluation_protocols_loss_suite_stage2,UBFC_A2_L4_CONCENTRATION_HARMONIC,UBFC-PHYS,PRISM,window,1019,393,127,67,38,394
evaluation_protocols_loss_suite_stage2,UBFC_A2_L4_CONCENTRATION_HARMONIC,UBFC-rPPG,Official,recording,9,9,0,0,0,0
evaluation_protocols_loss_suite_stage2,UBFC_A2_L4_CONCENTRATION_HARMONIC,UBFC-rPPG,Old,window,497,469,0,0,6,22
evaluation_protocols_loss_suite_stage2,UBFC_A2_L4_CONCENTRATION_HARMONIC,UBFC-rPPG,PRISM,window,52,51,0,0,0,1
evaluation_protocols_loss_suite_stage2,UBFC_A2_L5_CE_CONCENTRATION,BH-rPPG,Official,recording,105,97,1,0,0,7
evaluation_protocols_loss_suite_stage2,UBFC_A2_L5_CE_CONCENTRATION,BH-rPPG,Old,window,5323,4084,69,16,44,1110
evaluation_protocols_loss_suite_stage2,UBFC_A2_L5_CE_CONCENTRATION,BH-rPPG,PRISM,window,523,424,6,0,3,90
evaluation_protocols_loss_suite_stage2,UBFC_A2_L5_CE_CONCENTRATION,COHFACE,Official,recording,160,132,8,0,0,20
evaluation_protocols_loss_suite_stage2,UBFC_A2_L5_CE_CONCENTRATION,COHFACE,Old,window,8242,5152,277,52,303,2458
evaluation_protocols_loss_suite_stage2,UBFC_A2_L5_CE_CONCENTRATION,COHFACE,PRISM,window,810,554,39,6,10,201
evaluation_protocols_loss_suite_stage2,UBFC_A2_L5_CE_CONCENTRATION,PURE,Official,recording,59,55,0,0,3,1
evaluation_protocols_loss_suite_stage2,UBFC_A2_L5_CE_CONCENTRATION,PURE,Old,window,3496,3060,44,13,74,305
evaluation_protocols_loss_suite_stage2,UBFC_A2_L5_CE_CONCENTRATION,PURE,PRISM,window,372,330,6,2,14,20
evaluation_protocols_loss_suite_stage2,UBFC_A2_L5_CE_CONCENTRATION,TokyoTech,Official,recording,9,9,0,0,0,0
evaluation_protocols_loss_suite_stage2,UBFC_A2_L5_CE_CONCENTRATION,TokyoTech,Old,window,1521,1362,1,0,10,148
evaluation_protocols_loss_suite_stage2,UBFC_A2_L5_CE_CONCENTRATION,TokyoTech,PRISM,window,153,142,0,0,1,10
evaluation_protocols_loss_suite_stage2,UBFC_A2_L5_CE_CONCENTRATION,UBFC-PHYS,Official,recording,60,35,5,0,0,20
evaluation_protocols_loss_suite_stage2,UBFC_A2_L5_CE_CONCENTRATION,UBFC-PHYS,Old,window,10102,3655,1027,826,672,3922
evaluation_protocols_loss_suite_stage2,UBFC_A2_L5_CE_CONCENTRATION,UBFC-PHYS,PRISM,window,1020,391,120,64,44,401
evaluation_protocols_loss_suite_stage2,UBFC_A2_L5_CE_CONCENTRATION,UBFC-rPPG,Official,recording,9,9,0,0,0,0
evaluation_protocols_loss_suite_stage2,UBFC_A2_L5_CE_CONCENTRATION,UBFC-rPPG,Old,window,497,477,0,0,5,15
evaluation_protocols_loss_suite_stage2,UBFC_A2_L5_CE_CONCENTRATION,UBFC-rPPG,PRISM,window,52,51,0,0,0,1
evaluation_protocols_official,Released PURE cross,BH-rPPG,Official,recording,105,97,1,1,0,6
evaluation_protocols_official,Released PURE cross,BH-rPPG,Old,window,5323,3954,328,183,25,833
evaluation_protocols_official,Released PURE cross,BH-rPPG,PRISM,window,523,416,25,9,1,72
evaluation_protocols_official,Released PURE cross,COHFACE,Official,recording,160,109,10,1,0,40
evaluation_protocols_official,Released PURE cross,COHFACE,Old,window,8242,3126,836,312,386,3582
evaluation_protocols_official,Released PURE cross,COHFACE,PRISM,window,810,354,84,25,20,327
evaluation_protocols_official,Released PURE cross,PURE,Official,recording,24,24,0,0,0,0
evaluation_protocols_official,Released PURE cross,PURE,Old,window,1464,1447,0,1,0,16
evaluation_protocols_official,Released PURE cross,PURE,PRISM,window,153,150,0,0,0,3
evaluation_protocols_official,Released PURE cross,TokyoTech,Official,recording,9,9,0,0,0,0
evaluation_protocols_official,Released PURE cross,TokyoTech,Old,window,1521,1289,5,5,11,211
evaluation_protocols_official,Released PURE cross,TokyoTech,PRISM,window,153,131,0,0,1,21
evaluation_protocols_official,Released PURE cross,UBFC-PHYS,Official,recording,60,36,8,2,0,14
evaluation_protocols_official,Released PURE cross,UBFC-PHYS,Old,window,10126,4172,1242,1825,107,2780
evaluation_protocols_official,Released PURE cross,UBFC-PHYS,PRISM,window,1020,463,145,149,13,250
evaluation_protocols_official,Released PURE cross,UBFC-rPPG,Official,recording,42,40,0,0,0,2
evaluation_protocols_official,Released PURE cross,UBFC-rPPG,Old,window,2280,2222,1,0,1,56
evaluation_protocols_official,Released PURE cross,UBFC-rPPG,PRISM,window,239,231,0,0,0,8
evaluation_protocols_official,Released UBFC cross,BH-rPPG,Official,recording,105,98,1,0,0,6
evaluation_protocols_official,Released UBFC cross,BH-rPPG,Old,window,5323,4364,155,134,32,638
evaluation_protocols_official,Released UBFC cross,BH-rPPG,PRISM,window,523,447,17,3,2,54
evaluation_protocols_official,Released UBFC cross,COHFACE,Official,recording,160,132,10,0,0,18
evaluation_protocols_official,Released UBFC cross,COHFACE,Old,window,8242,5276,343,57,284,2282
evaluation_protocols_official,Released UBFC cross,COHFACE,PRISM,window,810,561,52,3,9,185
evaluation_protocols_official,Released UBFC cross,PURE,Official,recording,59,54,1,1,0,3
evaluation_protocols_official,Released UBFC cross,PURE,Old,window,3557,3159,65,95,17,221
evaluation_protocols_official,Released UBFC cross,PURE,PRISM,window,374,329,7,17,3,18
evaluation_protocols_official,Released UBFC cross,TokyoTech,Official,recording,9,9,0,0,0,0
evaluation_protocols_official,Released UBFC cross,TokyoTech,Old,window,1521,1253,1,9,52,206
evaluation_protocols_official,Released UBFC cross,TokyoTech,PRISM,window,153,132,0,0,5,16
evaluation_protocols_official,Released UBFC cross,UBFC-PHYS,Official,recording,60,39,6,1,0,14
evaluation_protocols_official,Released UBFC cross,UBFC-PHYS,Old,window,10124,3942,1337,1642,211,2992
evaluation_protocols_official,Released UBFC cross,UBFC-PHYS,PRISM,window,1020,434,150,133,13,290
evaluation_protocols_official,Released UBFC cross,UBFC-rPPG,Official,recording,12,12,0,0,0,0
evaluation_protocols_official,Released UBFC cross,UBFC-rPPG,Old,window,668,658,0,0,0,10
evaluation_protocols_official,Released UBFC cross,UBFC-rPPG,PRISM,window,70,70,0,0,0,0
evaluation_protocols_ubfc_seed_stability,Our UBFC cross-matched (seed 100),BH-rPPG,Official,recording,105,94,4,1,0,6
evaluation_protocols_ubfc_seed_stability,Our UBFC cross-matched (seed 100),BH-rPPG,Old,window,5323,3923,194,251,59,896
evaluation_protocols_ubfc_seed_stability,Our UBFC cross-matched (seed 100),BH-rPPG,PRISM,window,523,407,19,13,1,83
evaluation_protocols_ubfc_seed_stability,Our UBFC cross-matched (seed 100),COHFACE,Official,recording,160,86,29,0,3,42
evaluation_protocols_ubfc_seed_stability,Our UBFC cross-matched (seed 100),COHFACE,Old,window,8242,2888,574,261,800,3719
evaluation_protocols_ubfc_seed_stability,Our UBFC cross-matched (seed 100),COHFACE,PRISM,window,810,369,107,12,24,298
evaluation_protocols_ubfc_seed_stability,Our UBFC cross-matched (seed 100),PURE,Official,recording,59,57,0,0,0,2
evaluation_protocols_ubfc_seed_stability,Our UBFC cross-matched (seed 100),PURE,Old,window,3544,3280,27,17,26,194
evaluation_protocols_ubfc_seed_stability,Our UBFC cross-matched (seed 100),PURE,PRISM,window,371,346,2,2,3,18
evaluation_protocols_ubfc_seed_stability,Our UBFC cross-matched (seed 100),TokyoTech,Official,recording,9,9,0,0,0,0
evaluation_protocols_ubfc_seed_stability,Our UBFC cross-matched (seed 100),TokyoTech,Old,window,1520,1190,2,27,52,249
evaluation_protocols_ubfc_seed_stability,Our UBFC cross-matched (seed 100),TokyoTech,PRISM,window,153,125,0,0,4,24
evaluation_protocols_ubfc_seed_stability,Our UBFC cross-matched (seed 100),UBFC-PHYS,Official,recording,60,36,6,0,1,17
evaluation_protocols_ubfc_seed_stability,Our UBFC cross-matched (seed 100),UBFC-PHYS,Old,window,10110,3759,1296,1345,424,3286
evaluation_protocols_ubfc_seed_stability,Our UBFC cross-matched (seed 100),UBFC-PHYS,PRISM,window,1020,421,130,106,24,339
evaluation_protocols_ubfc_seed_stability,Our UBFC cross-matched (seed 100),UBFC-rPPG,Official,recording,9,9,0,0,0,0
evaluation_protocols_ubfc_seed_stability,Our UBFC cross-matched (seed 100),UBFC-rPPG,Old,window,497,488,0,0,0,9
evaluation_protocols_ubfc_seed_stability,Our UBFC cross-matched (seed 100),UBFC-rPPG,PRISM,window,52,52,0,0,0,0
evaluation_protocols_ubfc_seed_stability,Our UBFC cross-matched (seed 101),BH-rPPG,Official,recording,105,95,1,1,0,8
evaluation_protocols_ubfc_seed_stability,Our UBFC cross-matched (seed 101),BH-rPPG,Old,window,5323,3988,186,385,38,726
evaluation_protocols_ubfc_seed_stability,Our UBFC cross-matched (seed 101),BH-rPPG,PRISM,window,523,419,17,21,1,65
evaluation_protocols_ubfc_seed_stability,Our UBFC cross-matched (seed 101),COHFACE,Official,recording,160,110,14,0,2,34
evaluation_protocols_ubfc_seed_stability,Our UBFC cross-matched (seed 101),COHFACE,Old,window,8242,3959,510,395,415,2963
evaluation_protocols_ubfc_seed_stability,Our UBFC cross-matched (seed 101),COHFACE,PRISM,window,810,462,57,35,17,239
evaluation_protocols_ubfc_seed_stability,Our UBFC cross-matched (seed 101),PURE,Official,recording,59,54,0,2,0,3
evaluation_protocols_ubfc_seed_stability,Our UBFC cross-matched (seed 101),PURE,Old,window,3556,3297,23,62,11,163
evaluation_protocols_ubfc_seed_stability,Our UBFC cross-matched (seed 101),PURE,PRISM,window,372,338,2,12,1,19
evaluation_protocols_ubfc_seed_stability,Our UBFC cross-matched (seed 101),TokyoTech,Official,recording,9,8,0,0,0,1
evaluation_protocols_ubfc_seed_stability,Our UBFC cross-matched (seed 101),TokyoTech,Old,window,1521,1337,0,2,14,168
evaluation_protocols_ubfc_seed_stability,Our UBFC cross-matched (seed 101),TokyoTech,PRISM,window,153,142,0,0,0,11
evaluation_protocols_ubfc_seed_stability,Our UBFC cross-matched (seed 101),UBFC-PHYS,Official,recording,60,36,8,1,0,15
evaluation_protocols_ubfc_seed_stability,Our UBFC cross-matched (seed 101),UBFC-PHYS,Old,window,10114,3896,1291,1586,249,3092
evaluation_protocols_ubfc_seed_stability,Our UBFC cross-matched (seed 101),UBFC-PHYS,PRISM,window,1019,420,129,124,21,325
evaluation_protocols_ubfc_seed_stability,Our UBFC cross-matched (seed 101),UBFC-rPPG,Official,recording,9,9,0,0,0,0
evaluation_protocols_ubfc_seed_stability,Our UBFC cross-matched (seed 101),UBFC-rPPG,Old,window,497,492,0,0,0,5
evaluation_protocols_ubfc_seed_stability,Our UBFC cross-matched (seed 101),UBFC-rPPG,PRISM,window,52,52,0,0,0,0
evaluation_protocols_ubfc_seed_stability,Our UBFC cross-matched (seed 102),BH-rPPG,Official,recording,105,90,5,0,0,10
evaluation_protocols_ubfc_seed_stability,Our UBFC cross-matched (seed 102),BH-rPPG,Old,window,5323,3831,282,363,32,815
evaluation_protocols_ubfc_seed_stability,Our UBFC cross-matched (seed 102),BH-rPPG,PRISM,window,523,402,31,18,1,71
evaluation_protocols_ubfc_seed_stability,Our UBFC cross-matched (seed 102),COHFACE,Official,recording,160,127,14,0,3,16
evaluation_protocols_ubfc_seed_stability,Our UBFC cross-matched (seed 102),COHFACE,Old,window,8242,4847,300,101,384,2610
evaluation_protocols_ubfc_seed_stability,Our UBFC cross-matched (seed 102),COHFACE,PRISM,window,810,541,35,11,23,200
evaluation_protocols_ubfc_seed_stability,Our UBFC cross-matched (seed 102),PURE,Official,recording,59,57,1,0,0,1
evaluation_protocols_ubfc_seed_stability,Our UBFC cross-matched (seed 102),PURE,Old,window,3552,3311,39,55,17,130
evaluation_protocols_ubfc_seed_stability,Our UBFC cross-matched (seed 102),PURE,PRISM,window,373,344,3,9,2,15
evaluation_protocols_ubfc_seed_stability,Our UBFC cross-matched (seed 102),TokyoTech,Official,recording,9,9,0,0,0,0
evaluation_protocols_ubfc_seed_stability,Our UBFC cross-matched (seed 102),TokyoTech,Old,window,1521,1314,0,3,37,167
evaluation_protocols_ubfc_seed_stability,Our UBFC cross-matched (seed 102),TokyoTech,PRISM,window,153,139,0,0,3,11
evaluation_protocols_ubfc_seed_stability,Our UBFC cross-matched (seed 102),UBFC-PHYS,Official,recording,60,38,8,1,0,13
evaluation_protocols_ubfc_seed_stability,Our UBFC cross-matched (seed 102),UBFC-PHYS,Old,window,10106,3887,1232,1435,350,3202
evaluation_protocols_ubfc_seed_stability,Our UBFC cross-matched (seed 102),UBFC-PHYS,PRISM,window,1020,432,130,122,20,316
evaluation_protocols_ubfc_seed_stability,Our UBFC cross-matched (seed 102),UBFC-rPPG,Official,recording,9,9,0,0,0,0
evaluation_protocols_ubfc_seed_stability,Our UBFC cross-matched (seed 102),UBFC-rPPG,Old,window,497,487,0,0,4,6
evaluation_protocols_ubfc_seed_stability,Our UBFC cross-matched (seed 102),UBFC-rPPG,PRISM,window,52,52,0,0,0,0
